product_code,product_name
053289,CAMP TECTORIA COCCIOFORTE A+B DA KG 0.3
053290,CAMPIONE BETONFIX 300 RAL 1015 KG 5
053296,CAMP. KIMICOVER 301 NF 1007 KG 1.25
053297,CAMPIONE KIMISTEEL GLV 650 H10
053303,CAMP. KIMIC. 301 NF TRASP SATIN KG 0.375
053305,CAMPIONE LIMEPOR NHL/Z FIB DA KG 1.5
053310,CAMP. KIMITECH K40 NF RAL 1014 KG 0.375
053317,CAMPIONE KIMICOVER 301 NF 1013 KG 0.375
053335,"CAMPIONE KIMICOVER 301 NF 7040 KG 0,375"
053336,CAMPIONE KIMITECH BS ST 200
053337,CAMPIONE KIMITECH BS ST 400
053341,CAMP BASIC MALTA M15/F GR SF
053352,CAMP. KIMICOVER BLINDO RAL 9016 DA KG 1
053356,"CAMPIONE KIMICOVER BLINDO 1001 DA KG 0,4"
053357,"CAMPIONE KIMICOVER BLINDO 1014 DA KG 0,4"
053358,CAMP. KIMITECH K40 NF RAL 7000 KG 1
053359,CAMPIONE KIMICOVER 301 RAL 7000 KG 1
053360,CAMP. KIMITECH K40 NF RAL 7032 KG 0.5
053361,CAMPIONE KIMICOVER BLINDO 7006 DA KG 1
053361/BIANCO,CAMP. KIMIPAINT DECO BIANCO
053361/K-48-10,CAMP. KIMIPAINT EASY K-48-10
053361/K12-11,CAMP. KIMIPAINT DECO K12-11
053361/K176-1,CAMP. KIMIPAINT DECO K176-1
053361/K178-2,CAMP. KIMIPAINT DECO K178-2
053361/K179-6,CAMP. KIMIPAINT DECO K179-6
053361/K179-8,CAMP. KIMIPAINT DECO K179-8
053361/K19-9,CAMP. KIMIPAINT DECO K19-9
053361/K22-10,CAMP. KIMIPAINT DECO K22-10
053361/K48-10,CAMP. KIMIPAINT DECO K48-10
053361/K50-1,CAMP. KIMIPAINT EASY K50-1
053361/K7-1,CAMP. KIMIPAINT DECO K7-1
053361/K7-7,CAMP. KIMIPAINT DECO K7-7
053361/K9-1,CAMP. KIMIPAINT DECO K9-1
053362,CAMPIONE KIMICOVER BLINDO 7013 DA KG 1
053363,CAMP. KIMIFLOOR ECO BASE IT 34-1 KG 0.9
053364,CAMPIONE KIMICOVER BLINDO IT 88-4 DA KG1
053365,CAMPIONE KIMICOVER BLINDO IT 87-4 DA KG1
053366,CAMP. KIMIFLOOR ECO BASE MEDIO KG 0.9
053367,CAMPIONE KIMICOVER BLINDO 8025 DA KG 1
053368,CAMP. KIMICOVER 701P KG 0.5
053369,CAMP. KIMIC.BLINDO RAL 8016 KG 1
053370,CAMP. KIMIC.BLINDO IT 56-2 KG 1
053371,CAMP. KIMIC.BLINDO IT 56-5 KG 1
053372,CAMP. KIMICOVER 601P RAL 8019 KG 0.5
053373,CAMP. KIMICOVER 601P RAL 7022 KG 0.5
053374,CAMP. KIMICOVER BLINDO RAL 9018 KG 0.5
053375,"CAMP. LIMEPOR PMP 115/F KG 1,5"
053376,CAMP. KIMITECH K40 NF RAL 6011 KG 0.375
053377,CAMP. KIMITECH K40 NF RAL 6025 KG 0.375
053378,CAMP. KIMICOVER BLINDO IT 44.6 KG 1
053379,"CAMP. LIMEPOR PMP/F 110 KG 1,5"
053380,CAMP. KIMIPAINT HYDRO DA LT. 1
053381,CAMP. KIMIPAINT SIL BASE DA LT. 1
053382,CAMP KIMITECH PCA 0-3 ROSSO A+B+C KG 2
053383,"CAMP KIMITECH PCA 3-6 ROSSO A+B+C KG 1,7"
053384,"CAMP.KIMICOVER 401P A+B RAL7047KG.1,333"
053385,CAMP. KIMICOVER 401P A+B RAL 9003 KG. 4
053386,CAMP KIMIFLOOR ECO BASE 94.3 DA KG 1
053387,CAMP KIMIFLOOR ECO BASE 98.3 DA KG 1
053388,CAMP KIMIFLOOR ECO BASE 87.4 DA KG 1
053389,CAMP KIMIFLOOR ECO BASE 163.3 DA KG 1
053390,CAMP KIMIFLOOR ECO BASE IT 141-6 KG 1
053391,CAMP KIMIFLOOR ECO BASE IT 141-7 KG 1
053392,CAMP KIMIFLOOR ECO BASE IT 118-1 KG 1
053393,CAMP KIMIFLOOR ECO BASE IT 36-5 KG 1
053394,CAMPIONE LIMEPOR EDO T1 DA KG 4
053395,CAMP. KIMICOVER BLINDO IT52-5 DA KG 1
053396,CAMP. KIMICOVER BLINDO MIL022 DA KG 1
053397,CAMP SOLVENTE POLY DA KG 0.5
053398/K19-9,CAMP. KIMIPAINT DECOSIL K19-9
053398/K22-10,CAMP. KIMIPAINT DECOSIL K22-10
053398/K47-9,CAMP. KIMIPAINT DECOSIL K47-9
053398/K8-1,CAMP. KIMIPAINT DECOSIL K8-1
053399,"CAMP. KIMIFILL 0,1-0,3 DA KG 1"
053400,CAMP. LIMEPOR PMP/F 207 DA KG 1
053401,CAMP. LIMEPOR PMP/F 208 DA KG 1.5
053402,CAMP. LIMEPOR PMP T1 DA KG 1.5
053403,CAMP. LIMEPOR PMP 110 DA KG 1.5
053404,CAMP. LIMEPOR PMP 120 DA KG 1.5
053405,CAMP. KIM. ECO BASE RAL 1019 KG 1
053406,CAMP. LIMEPOR PMP 105 RV DA KG 20
053407,CAMP. KIMICOVER 301 NF RAL 1037 KG 1
053408,CAMPIONE
060005,SOLVENTE EPOX da LT 5
060010,SOLVENTE EPOX da LT 25
060011,SOLVENTE POLY da LT 5
060024,SOLUZIONE P da LT 5
060025,SOLUZIONE P da LT 25
060026,SOLUZIONE P da LT 200
060030,SOLUZIONE RUGGINE da KG 1
060031,BETONFIX KIMIFER da KG 5
060035,BETONFIX KIMIFER da KG 20 in secchi
070057,KIMITECH ANTITARLO DA KG 1
070058,KIMITECH ANTITARLO DA KG 5
070059,KIMITECH ANTITARLO DA KG 25
070065,KIMITECH FIBRE da mm 18
070071EVO,"LA GRAMIGNA GOLD 0,2x13 DA KG 20"
070072,DRAMIX 3D 80/30 GGP da KG 20
070079,SILOS
070080,MESCOLATORE ORIZZONTALE
070081,CAVO ELETTRICO
070082,TUBO ACQUA MESCOLATORE ORIZZONTALE
070083,QUADRO ELETTRICO MESCOLATORE ORIZZONTALE
070084,TUBO PORTA MATERIALE DA MT 25
070085,CAVO SONDA DA MT 50
070086,CUFFIA PER PFT G4 CON SONDA
070087,IMPIANTO A CADUTA
070088,COCLEA A MASSETTO
1010130,ULTRALIVEL da Kg 25
1110045,FIBROCEM EXTREME DA KG 25
1140542,EPO FIX
1510047,Intocem Ripristino MP KG. 25
1510062,Intocem Plus Grana Fine grigio 25 kg
1510064,Intocem Plus Bianco da Kg 25
1510067,Intocem Etics Light da Kg 20
1510070,Creativo Autolivellante da kg 25
1510076,"Intocem Plus Grana Grossa 0,9 mm grigio"
1510095/A,Elasto Cem parte A da Kg 25
1510109,ARCADIA RISANANTE DA KG 25
1510110,ARCADIA RINZAFFO da KG. 25
1510134,P8020001 P.M. MINERAL FILLER KG 20
1510135,Intocalce da Kg 20
1550006/A,"CREATIVO BARRIERA PARTE A DA KG 1,3"
1550006/B,"CREATIVO BARRIERA PARTE B DA KG 4,7"
1550006/C,CREATIVO BARRIERA PARTE C DA KG 12
1610010,CHRYSO M 105 DA KG 15
1610011,CHRYSO M 107 DA KG 15
170025,RULLI MOHAIR da cm 25
170043,RULLO METALLICO PER COMPOSITO
170045,RULLO FRANGIBOLLE
170050,SCARPA CHIODATA
170056,DINAMOMETRO BLONDELLE
170090,PISTOLA INGLESE
170115,PISTOLA MM/TL
170116,GHIERA A VITE PER PISTOLA MM/TL
170120,PISTOLA AC/TL
170130,PISTOLA MANUALE
170131,PISTOLA PER KIMITECH EPOXY CTR
170131N,PISTOLA PER KIMITECH EPOXY CTR
170150,INIETTORI KIMICOVER-IN
170152,SACCA PER KIMICOVER IN
1740090/A,KIMICOVER FIX GRYPS RES. da Kg 1.3
1740090/B,KIMICOVER FIX GRYPS IND. da Kg 4.7
1760011,VINIGRYPS GP I PARTE A KG 1
1760012,VINIGRYPS GP E PARTE A KG 1
1760013,VINIGRYPS GP PARTE B GRAMMI 10
180020,KIMITECH TONDO V mm 2000x6
180021,KIMITECH TONDO V mm2000x4
180025,KIMITECH TONDO V mm2000x12
180026,KIMITECH TONDO V mm2000x14
180027,KIMITECH TONDO V mm2000x16
180030,KIMITECH TONDO V mm2000x20
180031,KIMITECH TONDO V mm 2000x24
180035,KIMITECH TONDO  C mm 3000x10
180040,KIMITECH TONDO C mm 2000x10
180043,KIMITECH TONDO C  mm 2000x8
180044,KIMITECH TONDO C  mm 2000x12
180049,KIMITECH TONDO C  mm 8
180057,KIMISTEEL INOX X-BAR 304 da 10 mm - 2 mt
180058,KIMISTEEL INOX X-BAR 304 da 8 mm - 2 mt
180059,KIMISTEEL INOX X-BAR 316 da 10 mm - 2 mt
180060,KIMISTEEL INOX X-BAR 316 da 8 mm - 2 mt
180061,KIMISTEEL SDS DRILL
180062,KIMISTEEL MANUAL DRILL
180063,KIMISTEEL INOX X-BAR 304 da 6 mm - 2 mt
180069,KIMISTEEL INOX X-BAR 304 da 12 mm - 10 m
180070,KIMISTEEL INOX X-BAR 316 da 12 mm - 2 mt
180071,KIMISTEEL SDS DRILL 12 mm
180072,KIMISTEEL SDS E-DRILL
180073,KIMISTEEL INOX X-BAR 316 da 12 mm - 1 mt
180074,KIMITECH TONDO V mm 2000x10
180075,KIMISTEEL INOX X-BAR 304 da 12 mm - 1 mt
180076,KIMISTEEL INOX X-T da 8 mm
180077,KIMISTEEL INOX X-T da 10 mm
180078,KIMISTEEL INOX X-CAP da 8 mm
180079,KIMISTEEL INOX X-CAP da 10 mm
180080,KIMISTEEL IC TASSELLO
180081,KIMISTEEL INOX X-CAP da 12 mm
190000,KIMITECH 550
190001,"KIMITECH PLATE 120 x 1,4"
190005,KIMITECH 120 da cm 100
190006,KIMITECH 500
190009,KIMITECH S100
190010,KIMITECH VR LP 300
190011,KIMITECH VR 300 da 50 cm
190012,KIMITECH CB 320 da 20 cm
190013,KIMITECH CB 320 da 50 cm
190014,KIMITECH 350
190015,KIMITECH VR LP 800
190017,KIMITECH VR 300 da 20 cm
190018,KIMITECH CB 1200 da cm 10
190021,KIMITECH VR 300 da 10 cm
190026,KIMITECH CB 320 da 10 cm
190027,KIMITECH CB 320 da 30 cm
190028,KIMITECH CB 620 da  h. 50 cm
190030,KIMITECH CB ST 300 altezza 100 cm
190032,"KIMITECH PLATE 50 x 1,4 mm"
190033,"KIMITECH PLATE 90 x 1,4 mm"
190034,KIMITECH CB 620 da  h. 20 cm
190035,KIMITECH CB 620 da  h. 40 cm
190038,KIMITECH ST 160 R
190040,KIMITECH CB 620 da  h. 25 cm
190041,KIMITECH CB 320 da  h. 25 cm
190042,KIMITECH FIOCCO C da 8 mm
190044,KIMITECH CB 820 da H. 10 cm
190045,KIMITECH CB 820 da H. 20 cm
190047,KIMITECH CB 620 da  h. 10 cm
190056,KIMITECH MTX 1200 VR da H. 30 cm.
190057,"KIMITECH MTX 1200 VR da H. 48,5 cm."
190059,KIMITECH CB 820 da H. cm 50
190061,KIMITECH FIOCCO VR 10
190065,KIMITECH CB 320 da H. cm 40
190067,KIMITECH FIOCCO C da 10 mm
190068,KIMITECH FIOCCO AR da 10 mm
190074,KIMITECH CB 320 da cm 15
190081,KIMITECH FIOCCO C da 12 mm
190083,"KIMITECH PLATE 50 x 1,2 mm"
190086,KIMITECH CB 320 da 5 cm
190097,"KIMITECH PLATE 100 x 1,4 mm"
190103,KIMISTEEL INOX 2200 da 10 cm
190106,KIMITECH CB 420 da H. 10 cm
190107,"KIMITECH PLATE 250 da 100 x 1,4 mm"
190109,KIMITECH CB 380 MTX da H. 127 cm.
190117,KIMITECH FIOCCO VR 12
190119,KIMITECH FIOCCO AR da 12 mm
190120,"KIMITECH PLATE da 80 x 1,2 mm"
190122,KIMITECH CB 420 da H. 20 cm
190123,KIMITECH CB 420 da H. 50 cm
190124,KIMITECH TNT 80 LUNGHEZZA MT. 50
190126,KIMITECH CB 620 da h. 30 cm
190127,KIMITECH 120 da cm 25
190130,KIMITECH FRP LOCK
190131,KIMITECH CBA 420 da H. 20 cm.
190132,KIT FISSAGGIO PER KIMITECH FRP LOCK
190136,KIMITECH CB ST 300 altezza 50 cm
190137,KIMITECH CB ST 300 altezza 30 cm
190138,KIMITECH CB ST 300 altezza 10 cm
190152,KIMITECH WALLMESH HR *NON UTILIZZARE*
190153,KIMITECH WALLMESH MR *NON UTILIZZARE*
190155,KIMITECH FRP LOCK PR
190158,KIMISTEEL CONNECT L 250x80mm 3mm
190159,KIMISTEEL CONNECT RP
190160,KIMISTEEL CONNECT L 250mm 5mm
190163,KIMITECH FIOCCO BS D da 10 mm
190164,KIMISTEEL CONNECT I 800 mm SP.3mm
190166,KIMISTEEL CONNECT I 500 mm SP.3mm
190168,KIMISTEEL CONNECT L 80X150 mm SP.3mm
190170,KIMISTEEL WIRE da 3 mm
190182,KIMISTEEL CONNECT I 2000 mm SP.3mm
190184,KIMISTEEL CONNECT L 100x800 mm SP.3mm
190185,KIMISTEEL CONNECT L 100x700 mm SP.3mm
190193,KIMISTEEL CONNECT L 100x900 mm SP.3mm
190198,KIMISTEEL GLV 650 da cm 30
190199,KIMISTEEL GLV 2000 da cm 30
190203,KIMISTEEL GLV 2000 da cm 10
190204,KIMISTEEL GLV 650 da cm 10
190208,KIMITECH CB 420 da H. 25 cm
190209,KIMITECH CBA 320 da H. 40 cm
190211,KIMITECH CBA 620 da H. 20 cm
190216,KIMITECH CBA 420 da H. 50 cm.
190217,KIMITECH CBA 320 da H. 10 cm.
190218,KIMITECH CBA 320 da H. 20 cm.
190219,KIMITECH CBA 320 da H. 50 cm.
190220,KIMITECH CBA 620 da H. 10 cm.
190221,KIMITECH CBA 620 da H. 50 cm.
190227,KIMISTEEL GLV 1200 da cm 10
190228,KIMITECH ASF
190232,KIMITECH FIOCCO G da 8 mm
190233,KIMISTEEL FIOCCO GLV DA 3 MM
190234,KIMISTEEL FIOCCO GLV DA 5 MM
190235,KIMISTEEL FIOCCO GLV DA 8 MM
190237,KIMISTEEL FIOCCO GLV DA 12 MM
190239,KIMITECH ASF PIATTO
190241,KIMITECH BS ST 400 DA 1 M
190242,KIMITECH BS ST 200 DA 1 M
190248,KIMITECH BSA 400
190249,KIMITECH FIOCCO VR/P 20+30+20
190250,KIMITECH 550 +
190251,KIMISTEEL INOX 800 da 10 cm
190252,KIMISTEEL INOX 800 da 30 cm
190253,KIMITECH WALLMESH MR
190254,KIMITECH PLUG VR L 20x10
190255,KIMITECH PLUG VR L 50x10
190256,KIMITECH PLUG VR L 70x10
190257,KIMITECH ASF da 12 cm
190258,KIMITECH WALLMESH HR
190260,KIMITECH PLUG VR L 30x10
190261,KIMISTEEL BENDER
190262,KIMISTEEL INOX X-BAR 304 da 6 mm - 10 mt
190263,KIMITECH 650
190264,"KIMITECH PLATE 60 x 1,4 mm"
190265,KIMISTEEL GLV 3000 da cm 30
190266,KIMITECH ASF 150
190267,KIMISTEEL INOX X-BAR 316 da 10 mm - 1 mt
190268,KIMITECH PLUG VR L 38x10
190269,KIMITECH 120
190270,KIMISTEEL GLV 3000 da cm 20
190271,KIMITECH FIOCCO VR/P 20+40
190272,KIMITECH CBA 320 da H. 25 cm.
190274,KIMITECH CBA 620 da H. 25 cm
190275,KIMITECH ASF da 13 cm
190276,KIMITECH 551
190277,KIMITECH ASF/Z
190278,KIMITECH BNS
190280,KIMISTEEL INOX X-BAR 304 da 10 mm - 10 m
190283,KIMISTEEL INOX X-BAR 316 da 8 mm - 10 mt
190285,KIMISTEEL INOX X-BAR 304 da 8 mm - 1 mt
190286,"KIMITECH BS ST 200 DA 1,6 M"
190287,KIMITECH WALLMESH MR HD
190288,KIMITECH WALLMESH CORNER HD
190289,KIMITECH WALLMESH HR HD
190290,"KIMITECH BS ST 400 DA 1,6 M"
190291,KIMISTEEL INOX X-BAR 304 da 12 mm - 2 mt
190292,KIMISTEEL INOX X-BAR 304 da 10 mm - 1 mt
190293,KIMISTEEL INOX X-BAR 304 da 8 mm - 10 mt
190294,KIMISTEEL INOX X-BAR 316 da 12 mm - 10 m
190295,KIMISTEEL INOX X-BAR 316 da 10 mm - 10 m
190296,KIMISTEEL INOX X-BAR 316 da 8 mm - 1 mt
190297,"KIMITECH PLATE HM 50 x 1,4 mm"
190298,"KIMITECH PLATE HM 100 x 1,4 mm"
190299,KIMITECH FIOCCO BS da 12 mm
190300,"KIMITECH PLATE HM 60 x 1,4 mm"
190301,KIMITECH FIOCCO VR/P 20+30
190302,KIMITECH ASF/Z RONDELLE
190303,KIMISTEEL INOX X-BAR 316 da 6 mm
190304,KIMITECH PLUG VR/HD L 20x10
190305,KIMITECH PLUG VR/HD L 30x10
190306,KIMITECH PLUG VR/HD L 50x10
190307,KIMITECH PLUG VR/HD L 70x10
190308,KIMITECH FIOCCO VR/P 20+20
190309,KIMITECH CBA 320 da H. 15 cm.
190310,KIMITECH FIOCCO VR/P 20+10
190311,KIMITECH ASF M
190312,KIMITECH CBA 620 da H. 30 cm
190313,KIMITECH CBA 620 da H. 40 cm
190314,KIMITECH CORNER CRM 33x33
190315,KIMITECH CORNER CRM 66x66
190316,KIMITECH CORNER CRM 99x99
190317,KIMITECH CORNER CRM 40x40
190318,KIMITECH CORNER CRM 40x80
190319,KIMITECH CORNER CRM 80x80
190320,KIMITECH CORNER CRM 80x120
190321,KIMITECH CORNER CRM 120x120
190322,KIMITECH WALLMESH CRM 33x33
190323,KIMITECH WALLMESH CRM 66x66
190324,KIMITECH WALLMESH CRM 99x99
190325,KIMITECH WALLMESH SC 40x40
190326,KIMITECH WALLMESH SC 40x80
190327,KIMITECH WALLMESH SC 80x80
190328,KIMITECH WALLMESH SC 80x120
190329,KIMITECH WALLMESH SC 120x120
190330,KIMITECH ASF PIATTO INOX
190331,KIMITECH CB 820 da H. 25 cm
190332,KIMITECH ASF INOX
190333,KIMITECH PLUG CRM 20x10
190334,KIMITECH PLUG CRM 30x10
190335,KIMITECH PLUG CRM 50x10
190336,KIMITECH PLUG CRM 70x10
190337,KIMITECH WALLMESH CRM RP mm 3
190338,KIMITECH TONDO C mm 3000x10
190339,KIMITECH WALLMESH CRM RP d 2 mm
190340,KIMISTEEL WIRE da 5 mm
190341,KIMISTEEL WIRE CAVALLOTTO per 3 mm
190342,KIMISTEEL WIRE CAVALLOTTO per 5 mm
190343,KIMISTEEL WIRE MORSETTO per 3 mm
190344,KIMISTEEL WIRE MORSETTO per 5 mm
190345,KIMITECH ASF PIATTO da 10 cm
190346,KIMITECH PLUG CRM 40x10
190347,KIMITECH PLUG CRM 20x10 diametro 10 mm
190348,KIMISTEEL GF diametro 12 mm
190349,KIMISTEEL GF diametro 16 mm
190350,KIMISTEEL GF diametro 30 mm
190351,KIMISTEEL WIRE CAVALLOTTO per 8 mm
190352,KIMITECH TNT 110 LUNGHEZZA MT. 50
190353,KIMITECH PLUG CRM 100x10
190354,KIMITECH ROPE CB da 10 mm
190355,KIMISTEEL GRIP da 6 mm
190356,KIMISTEEL GRIP da 8 mm
190357,KIMISTEEL GRIP da 10 mm
190358,"KIMITECH WALLMESH MR HD da 1,6 M"
1910464,CALCE SOLOMEO da Kg 25
200020,ETHAFOAM diametro 6 mm
200025,ETHAFOAM diametro 10 mm
200030,ETHAFOAM diametro 16 mm
200035,ETHAFOAM diametro 20 mm
200040,ETHAFOAM diametro 25 mm
200045,ETHAFOAM diametro 30 mm
2010014,RASOBEN ROAD da KG 25
2010016,RASOBEN F 25 FIBRATO 0.6 MM GRIGIO da 25
2010017,RASOBEN F 25 FIBRATO 0.6 MM BIANCO da 25
2010020,"RASOBEN G 25 0,5 da 25 Kg"
2010021,"RASOBEN G 25 0,9 da 25 Kg"
2010023,RASOBEN F 25 FIBRATO GRIGIO 0.8 da 25 Kg
2010024,RASOBEN F 25 FIBRATO GRIGIO 1.2 da 25 Kg
2010026,RASOBEN F 25 FIBRATO 0.8 BIANCO da 25 Kg
2010027,"RASOBEN F 25 FIBRATO 1,2 BIANCO da 25 Kg"
2010028,"RASOBEN F.25*  1,2 mm GRIGIO da 25 Kg"
2010035,"RASOBEN M30 TX GR.1,2 DA KG 25"
2010039,"RASOBEN M30 TX RAPID GR 0,5 da KG 25"
2010040,RASOBEN M30 TX RAPID GR 1.2 da KG 25
2010041,RASOBEN GR 50 DA 0.8 MM da kg 25
2010042,RASOBEN GR 50 DA 0.6 MM da kg 25
2010043,RASOBEN GR 50 DA 1.2 MM da kg 25
2010045,RASOBEN M30 FB da KG 25
2010052,"RASOBEN M30 TX GR.0,5 DA KG 25"
2010053,RASOBEN F 25 FIBRATO GRIGIO 0.8 da 15 Kg
2010054,RASOBEN F 25* GRIGIO da 15 Kg
2010055,RASOBEN F 25 FIBRATO BIANCO 0.8 da 15 Kg
2010058,RASOBEN F 25* 0.6 MM GRIGIO da 25 Kg
2010059,RASOBEN F 10 BIANCO da 25 Kg
2010061,RASOBEN F 25 da 25 Kg
2010067,RASOBEN F.25 GG* GRIGIO da 25 Kg
2010068,RASOBEN F.25 GG* BIANCO DA KG 25
2010069,RASOBEN F.25* 0.8 MM GRIGIO da 25 kg
2010070,RASOBEN CC70 GR 1.0 da 25 Kg
2010071,RASOBEN LIGHT BIANCO DA KG 20
2010073,RASOBEN F 25* 0.6 MM GRIGIO DA KG 15
2010074,RASOBEN F 25 0.6 MM BIANCO DA KG 15
2010085,RASOBEN F 25* 0.6 MM BIANCO DA KG 25
2010086,RASOBEN F 25* 0.8 MM BIANCO DA KG 25
2010087,RASOBEN F 25* 1.2 MM BIANCO DA KG 25
2010109,INTO MONO DEUMIDIFICANTE DA KG 25
2010126,FINITURA BK 30 DA KG 25
2010135,FINITURA BK 20 DA KG 20
2020088,RASOBEN ADS1 DA KG 25
2020100,ADDITIVO ADS2 DA KG 5
2020105,ADDITIVO ADS2 DA KG 25
2060030,FERROL da KG 1
2060032,REP 03 DA KG 5
2110024,ROSSICEM GR 1.2 KG 25
2110025,"ROSSICEM GR 0,8 KG 25"
2310036,GRANITUM T9 DA KG 25
2331007,KIMIFILL EXTRAFINE DA KG 25
250100,TECNOSEAL 130 GRIGIO
250105,TECNOSEAL 130 BIANCO
260030,FUGAFL.15 GRIGIO CEMENTO KG 25
2620035/A,OLY RESIN 20 RES. DA KG 4
2620035/B,OLY RESIN 20 IND. DA KG 2
2620045/A,OLY RESIN 10 RES. DA KG 10
2620045/B,OLY RESIN 10 IND. DA KG 10
2710001/A,EDINTO EFLEX PARTE A DA KG 12
2710001/B,EDINTO EFLEX PARTE B GRIGIO DA KG 12
2750087,EDINTO EPROTECT BIANCO DA KG 25
2750356/A,EDINTO IDROCALC PARTE A DA KG 25
2750357/B,"EDINTO IDROCALC PARTE B DA KG 8,5"
2750358/A,EDINTO IDROCALC BIANCO PARTE A DA KG 25
2750358/B,"EDINTO IDROCALC PARTE B DA KG 8,5"
280030,TECNOSEAL ACR GRIGIO SACCHETTI
2910038,KONCRETO 40 DA KG 25
2960031,FERROSAN K1 DA KG 5
3010047,TEKNOCAF BF da Kg 25
3010062,TEKNOCAF RP Grigio da Kg 25
3010063,TEKNOCAF RP BIANCO da Kg 25
3010064,TEKNOCAF R10 Grigio da Kg 25
3010066,TEKNOCAF R10 FIBRATO GRIGIO 1MM da Kg 25
3010076,TEKNOCAF R30 Grigio Kg 25
301NF201,KIMICOVER 301 NF FASCIA 1 RES. KG 20
301NF202,KIMICOVER 301 NF FASCIA 2 RES. KG 20
301NF203,KIMICOVER 301 NF FASCIA 3 RES. KG 20
301NF41,KIMICOVER 301 NF FASCIA 1 RES. KG 4
301NF42,KIMICOVER 301 NF FASCIA 2 RES. KG 4
301NF43,KIMICOVER 301 NF FASCIA 3 RES. KG 4
310012,SABBIA K6
310025,KIMIFILL K 9 da Kg 20
310027,KIMIFILL K12 GRIGIO da Kg 12
310030,KIMIFILL MP DA 25 KG
310035,KIMIFILL 1/F DA KG 25
310039,KIMIFILL K12 da Kg 12
310041,KIMIFILL K14 BIANCO da Kg 20
310048,KIMIFILL K12 BEIGE da Kg 12
310091,KIMIFILL BZ 0.3 / 0.7
310106,KIMIFILL ROSSO VERONA 3/6 MM
310107,KIMIFILL AD DA KG 1
310111,KIMIFILL K14 GRIGIO CHIARO da Kg 20
310114,KIMIFILL 3-6 BIANCO CARRARA da Kg 25
3220044/A,BM TIXO PLATE RES. DA KG 5
3220044/B,BM TIXO PLATE IND. DA KG 5
3220045/A,BM TIXO PLATE RES. DA KG 10
3220045/B,BM TIXO PLATE IND. DA KG 10
3220061/A,BM EPO GEL RES. DA KG 4
3220061/B,"BM EPO GEL IND. DA KG 1,33"
3220062/A,BM EPO GEL RES. DA KG 12
3220062/B,BM EPO GEL IND. DA KG 4
3240090/A,"BM EPO PRIMER RES. DA KG 1,3"
3240090/B,"BM EPO PRIMER IND. DA KG 4,7"
3240091/A,BM EPO PRIMER RES. DA KG 4
3240091/B,BM EPO PRIMER IND. DA KG 14
3320040/A,EPOGRYPS MP RES. DA KG 12
3320040/B,EPOGRYPS MP IND. DA KG 6
3320041/A,EPOGRYPS MP UV RES. DA KG 4
3320041/B,EPOGRYPS MP UV IND. DA KG 2
3320042/A,EPOGRYPS MP GLASS R1 RES. DA KG 4
3320042/B,EPOGRYPS MP GLASS R1 IND. DA KG 2
3320058/A,EPOGRYPS MP GLASS RES. DA KG 5
3320058/B,EPOGRYPS MP GLASS IND. DA KG 2
3320061/A,EPOGRYPS MP TH RES. DA KG 12
3320061/B,EPOGRYPS MP TH IND. DA KG 6
3320062/A,EPOGRYPS MP SLOW RES. DA KG 12
3320062/B,EPOGRYPS MP SLOW IND. DA KG 6
3320063/A,EPOGRYPS MP EXTRA SLOW RES. DA KG 12
3320063/B,EPOGRYPS MP EXTRA SLOW IND. DA KG 6
3320064/A,GRYPSCOVER GELCOAT BIANCO PARTE A KG 5
3320064/B,GRYPSCOVER GELCOAT BIANCO PARTE B GR 100
3320065/A,EPOGRYPS OSMO PROOF RESINA KG 4
3320065/B,EPOGRYPS OSMO PROOF INDURENTE KG 2
3320066/A,GRYPSCOVER POLY-S RESINA KG 4
3320066/B,GRYPSCOVER POLY-S INDURENTE KG 1
3320067,GRYPSCOVER R-ELASTIC KG 3
3320068/A,POLIGRYPS LM-I RESINA KG 5
3320068/B,"POLIGRYPS LM-I INDURENTE KG 0,100"
3340231/A,"GRYPSCOVER PRIMER EP MV RES. DA KG 1,3"
3340231/B,"GRYPSCOVER PRIMER EP MV IND. DA KG 4,7"
3350250/A,GRYPSCOVER PRIMER EP RES. DA KG 1
3350250/B,GRYPSCOVER PRIMER EP BIANCO IND. DA KG 4
3610339,FILLER DRY NHL M15K DA KG 25
401151,KIMICOVER 401 FASCIA 1 RES. KG 15
401152,KIMICOVER 401 FASCIA 2 RES. KG 15
401153,KIMICOVER 401 FASCIA 3 RES. KG 15
401154,KIMICOVER 401 FASCIA 4 RES. KG 15
40131,KIMICOVER 401 FASCIA 1 RES. KG 3
40132,KIMICOVER 401 FASCIA 2 RES. KG 3
40133,KIMICOVER 401 FASCIA 3 RES. KG 3
40134,KIMICOVER 401 FASCIA 4 RES. KG 3
4310021,XM50KAL DA KG 25
4310022,XM38K BIANCO DA KG 25
4310025,XM38K SRA DA KG 25
4310026,LIVFORGIATO FLOOR DA KG 25
4310027,LIVFORGIATO FLOOR COLORATO DA KG 25
4310030,LIVFORGIATO FLOOR NERO DA KG 25
4310031,XM50/02 DA KG 25
4310032,LIVFORGIATO CP DA KG 25
4310033,LIVFORGIATO CP 3% DA KG 25
4310034,XM50KAL 2% NERO DA KG 25
4310035,LIVFORGIATO FLOOR GRIGIO DA KG 25
4310036,"LIVFORGIATO FLOOR +0,3% NERO DA KG 25"
4310037,LIVFORGIATO FLOOR CP NERO 2% DA KG 25
4310039,XM50KAL BIANCO DA KG 25
